"C02584V03137","Vehicle Category","C01841V02268","Type of Fuel","TLIST(M1)","Month","STATISTIC","Statistic Label","UNIT","VALUE"
"-","All vehicle types","1","Petrol","200812","2008M12","TDM01C1","All Vehicle Registrations","Number","1461"
"-","All vehicle types","1","Petrol","200812","2008M12","TDM01C2","New Vehicle Registrations","Number","115"
"-","All vehicle types","1","Petrol","200812","2008M12","TDM01C3","Second Hand Vehicle Registrations","Number","1346"
"-","All vehicle types","1","Petrol","200901","2009M01","TDM01C1","All Vehicle Registrations","Number","9069"
"-","All vehicle types","1","Petrol","200901","2009M01","TDM01C2","New Vehicle Registrations","Number","6759"
"-","All vehicle types","1","Petrol","200901","2009M01","TDM01C3","Second Hand Vehicle Registrations","Number","2310"
"-","All vehicle types","1","Petrol","200902","2009M02","TDM01C1","All Vehicle Registrations","Number","5974"
"-","All vehicle types","1","Petrol","200902","2009M02","TDM01C2","New Vehicle Registrations","Number","3832"
"-","All vehicle types","1","Petrol","200902","2009M02","TDM01C3","Second Hand Vehicle Registrations","Number","2142"
"-","All vehicle types","1","Petrol","200903","2009M03","TDM01C1","All Vehicle Registrations","Number","6045"
"-","All vehicle types","1","Petrol","200903","2009M03","TDM01C2","New Vehicle Registrations","Number","3553"
"-","All vehicle types","1","Petrol","200903","2009M03","TDM01C3","Second Hand Vehicle Registrations","Number","2492"
"-","All vehicle types","1","Petrol","200904","2009M04","TDM01C1","All Vehicle Registrations","Number","4714"
"-","All vehicle types","1","Petrol","200904","2009M04","TDM01C2","New Vehicle Registrations","Number","1926"
"-","All vehicle types","1","Petrol","200904","2009M04","TDM01C3","Second Hand Vehicle Registrations","Number","2788"
"-","All vehicle types","1","Petrol","200905","2009M05","TDM01C1","All Vehicle Registrations","Number","4759"
"-","All vehicle types","1","Petrol","200905","2009M05","TDM01C2","New Vehicle Registrations","Number","2456"
"-","All vehicle types","1","Petrol","200905","2009M05","TDM01C3","Second Hand Vehicle Registrations","Number","2303"
"-","All vehicle types","1","Petrol","200906","2009M06","TDM01C1","All Vehicle Registrations","Number","4384"
"-","All vehicle types","1","Petrol","200906","2009M06","TDM01C2","New Vehicle Registrations","Number","2327"
"-","All vehicle types","1","Petrol","200906","2009M06","TDM01C3","Second Hand Vehicle Registrations","Number","2057"
"-","All vehicle types","1","Petrol","200907","2009M07","TDM01C1","All Vehicle Registrations","Number","3728"
"-","All vehicle types","1","Petrol","200907","2009M07","TDM01C2","New Vehicle Registrations","Number","1795"
"-","All vehicle types","1","Petrol","200907","2009M07","TDM01C3","Second Hand Vehicle Registrations","Number","1933"
"-","All vehicle types","1","Petrol","200908","2009M08","TDM01C1","All Vehicle Registrations","Number","2788"
"-","All vehicle types","1","Petrol","200908","2009M08","TDM01C2","New Vehicle Registrations","Number","1148"
"-","All vehicle types","1","Petrol","200908","2009M08","TDM01C3","Second Hand Vehicle Registrations","Number","1640"
"-","All vehicle types","1","Petrol","200909","2009M09","TDM01C1","All Vehicle Registrations","Number","2569"
"-","All vehicle types","1","Petrol","200909","2009M09","TDM01C2","New Vehicle Registrations","Number","892"
"-","All vehicle types","1","Petrol","200909","2009M09","TDM01C3","Second Hand Vehicle Registrations","Number","1677"
"-","All vehicle types","1","Petrol","200910","2009M10","TDM01C1","All Vehicle Registrations","Number","2159"
"-","All vehicle types","1","Petrol","200910","2009M10","TDM01C2","New Vehicle Registrations","Number","617"
"-","All vehicle types","1","Petrol","200910","2009M10","TDM01C3","Second Hand Vehicle Registrations","Number","1542"
"-","All vehicle types","1","Petrol","200911","2009M11","TDM01C1","All Vehicle Registrations","Number","1519"
"-","All vehicle types","1","Petrol","200911","2009M11","TDM01C2","New Vehicle Registrations","Number","228"
"-","All vehicle types","1","Petrol","200911","2009M11","TDM01C3","Second Hand Vehicle Registrations","Number","1291"
"-","All vehicle types","1","Petrol","200912","2009M12","TDM01C1","All Vehicle Registrations","Number","995"
"-","All vehicle types","1","Petrol","200912","2009M12","TDM01C2","New Vehicle Registrations","Number","78"
"-","All vehicle types","1","Petrol","200912","2009M12","TDM01C3","Second Hand Vehicle Registrations","Number","917"
"-","All vehicle types","1","Petrol","201001","2010M01","TDM01C1","All Vehicle Registrations","Number","7443"
"-","All vehicle types","1","Petrol","201001","2010M01","TDM01C2","New Vehicle Registrations","Number","6297"
"-","All vehicle types","1","Petrol","201001","2010M01","TDM01C3","Second Hand Vehicle Registrations","Number","1146"
"-","All vehicle types","1","Petrol","201002","2010M02","TDM01C1","All Vehicle Registrations","Number","6079"
"-","All vehicle types","1","Petrol","201002","2010M02","TDM01C2","New Vehicle Registrations","Number","4549"
"-","All vehicle types","1","Petrol","201002","2010M02","TDM01C3","Second Hand Vehicle Registrations","Number","1530"
"-","All vehicle types","1","Petrol","201003","2010M03","TDM01C1","All Vehicle Registrations","Number","6424"
"-","All vehicle types","1","Petrol","201003","2010M03","TDM01C2","New Vehicle Registrations","Number","4717"
"-","All vehicle types","1","Petrol","201003","2010M03","TDM01C3","Second Hand Vehicle Registrations","Number","1707"
"-","All vehicle types","1","Petrol","201004","2010M04","TDM01C1","All Vehicle Registrations","Number","4085"
"-","All vehicle types","1","Petrol","201004","2010M04","TDM01C2","New Vehicle Registrations","Number","2403"
"-","All vehicle types","1","Petrol","201004","2010M04","TDM01C3","Second Hand Vehicle Registrations","Number","1682"
"-","All vehicle types","1","Petrol","201005","2010M05","TDM01C1","All Vehicle Registrations","Number","4302"
"-","All vehicle types","1","Petrol","201005","2010M05","TDM01C2","New Vehicle Registrations","Number","2697"
"-","All vehicle types","1","Petrol","201005","2010M05","TDM01C3","Second Hand Vehicle Registrations","Number","1605"
"-","All vehicle types","1","Petrol","201006","2010M06","TDM01C1","All Vehicle Registrations","Number","4077"
"-","All vehicle types","1","Petrol","201006","2010M06","TDM01C2","New Vehicle Registrations","Number","2454"
"-","All vehicle types","1","Petrol","201006","2010M06","TDM01C3","Second Hand Vehicle Registrations","Number","1623"
"-","All vehicle types","2","Diesel","200601","2006M01","TDM01C1","All Vehicle Registrations","Number","24552"
"-","All vehicle types","2","Diesel","200601","2006M01","TDM01C2","New Vehicle Registrations","Number","21115"
"-","All vehicle types","2","Diesel","200601","2006M01","TDM01C3","Second Hand Vehicle Registrations","Number","3437"
"-","All vehicle types","2","Diesel","200602","2006M02","TDM01C1","All Vehicle Registrations","Number","16461"
"-","All vehicle types","2","Diesel","200602","2006M02","TDM01C2","New Vehicle Registrations","Number","12795"
"-","All vehicle types","2","Diesel","200602","2006M02","TDM01C3","Second Hand Vehicle Registrations","Number","3666"
"-","All vehicle types","2","Diesel","200603","2006M03","TDM01C1","All Vehicle Registrations","Number","17069"
"-","All vehicle types","2","Diesel","200603","2006M03","TDM01C2","New Vehicle Registrations","Number","12944"
"-","All vehicle types","2","Diesel","200603","2006M03","TDM01C3","Second Hand Vehicle Registrations","Number","4125"
"-","All vehicle types","2","Diesel","200604","2006M04","TDM01C1","All Vehicle Registrations","Number","13804"
"-","All vehicle types","2","Diesel","200604","2006M04","TDM01C2","New Vehicle Registrations","Number","10443"
"-","All vehicle types","2","Diesel","200604","2006M04","TDM01C3","Second Hand Vehicle Registrations","Number","3361"
"-","All vehicle types","2","Diesel","200605","2006M05","TDM01C1","All Vehicle Registrations","Number","13178"
"-","All vehicle types","2","Diesel","200605","2006M05","TDM01C2","New Vehicle Registrations","Number","9266"
"-","All vehicle types","2","Diesel","200605","2006M05","TDM01C3","Second Hand Vehicle Registrations","Number","3912"
"-","All vehicle types","2","Diesel","200606","2006M06","TDM01C1","All Vehicle Registrations","Number","12147"
"-","All vehicle types","2","Diesel","200606","2006M06","TDM01C2","New Vehicle Registrations","Number","8578"
"-","All vehicle types","2","Diesel","200606","2006M06","TDM01C3","Second Hand Vehicle Registrations","Number","3569"
"-","All vehicle types","2","Diesel","200607","2006M07","TDM01C1","All Vehicle Registrations","Number","9933"
"-","All vehicle types","2","Diesel","200607","2006M07","TDM01C2","New Vehicle Registrations","Number","6558"
"-","All vehicle types","2","Diesel","200607","2006M07","TDM01C3","Second Hand Vehicle Registrations","Number","3375"
"-","All vehicle types","2","Diesel","200608","2006M08","TDM01C1","All Vehicle Registrations","Number","9855"
"-","All vehicle types","2","Diesel","200608","2006M08","TDM01C2","New Vehicle Registrations","Number","5983"
"-","All vehicle types","2","Diesel","200608","2006M08","TDM01C3","Second Hand Vehicle Registrations","Number","3872"
"-","All vehicle types","2","Diesel","200609","2006M09","TDM01C1","All Vehicle Registrations","Number","8862"
"-","All vehicle types","2","Diesel","200609","2006M09","TDM01C2","New Vehicle Registrations","Number","5277"
"-","All vehicle types","2","Diesel","200609","2006M09","TDM01C3","Second Hand Vehicle Registrations","Number","3585"
"-","All vehicle types","2","Diesel","200610","2006M10","TDM01C1","All Vehicle Registrations","Number","8015"
"-","All vehicle types","2","Diesel","200610","2006M10","TDM01C2","New Vehicle Registrations","Number","4072"
"-","All vehicle types","2","Diesel","200610","2006M10","TDM01C3","Second Hand Vehicle Registrations","Number","3943"
"-","All vehicle types","2","Diesel","200611","2006M11","TDM01C1","All Vehicle Registrations","Number","5961"
"-","All vehicle types","2","Diesel","200611","2006M11","TDM01C2","New Vehicle Registrations","Number","2233"
"-","All vehicle types","2","Diesel","200611","2006M11","TDM01C3","Second Hand Vehicle Registrations","Number","3728"
"-","All vehicle types","2","Diesel","200612","2006M12","TDM01C1","All Vehicle Registrations","Number","3076"
"-","All vehicle types","2","Diesel","200612","2006M12","TDM01C2","New Vehicle Registrations","Number","779"
"-","All vehicle types","2","Diesel","200612","2006M12","TDM01C3","Second Hand Vehicle Registrations","Number","2297"
"-","All vehicle types","2","Diesel","200701","2007M01","TDM01C1","All Vehicle Registrations","Number","29744"
"-","All vehicle types","2","Diesel","200701","2007M01","TDM01C2","New Vehicle Registrations","Number","25544"
"-","All vehicle types","2","Diesel","200701","2007M01","TDM01C3","Second Hand Vehicle Registrations","Number","4200"
"-","All vehicle types","2","Diesel","200702","2007M02","TDM01C1","All Vehicle Registrations","Number","18092"
"-","All vehicle types","2","Diesel","200702","2007M02","TDM01C2","New Vehicle Registrations","Number","14113"
"-","All vehicle types","2","Diesel","200702","2007M02","TDM01C3","Second Hand Vehicle Registrations","Number","3979"
"-","All vehicle types","2","Diesel","200703","2007M03","TDM01C1","All Vehicle Registrations","Number","18458"
"-","All vehicle types","2","Diesel","200703","2007M03","TDM01C2","New Vehicle Registrations","Number","14323"
"-","All vehicle types","2","Diesel","200703","2007M03","TDM01C3","Second Hand Vehicle Registrations","Number","4135"
"-","All vehicle types","2","Diesel","200704","2007M04","TDM01C1","All Vehicle Registrations","Number","13770"
"-","All vehicle types","2","Diesel","200704","2007M04","TDM01C2","New Vehicle Registrations","Number","9966"
"-","All vehicle types","2","Diesel","200704","2007M04","TDM01C3","Second Hand Vehicle Registrations","Number","3804"
"-","All vehicle types","2","Diesel","200705","2007M05","TDM01C1","All Vehicle Registrations","Number","14687"
"-","All vehicle types","2","Diesel","200705","2007M05","TDM01C2","New Vehicle Registrations","Number","10624"
"-","All vehicle types","2","Diesel","200705","2007M05","TDM01C3","Second Hand Vehicle Registrations","Number","4063"
"-","All vehicle types","2","Diesel","200706","2007M06","TDM01C1","All Vehicle Registrations","Number","13073"
"-","All vehicle types","2","Diesel","200706","2007M06","TDM01C2","New Vehicle Registrations","Number","9316"
"-","All vehicle types","2","Diesel","200706","2007M06","TDM01C3","Second Hand Vehicle Registrations","Number","3757"
"-","All vehicle types","2","Diesel","200707","2007M07","TDM01C1","All Vehicle Registrations","Number","11658"
"-","All vehicle types","2","Diesel","200707","2007M07","TDM01C2","New Vehicle Registrations","Number","7962"
"-","All vehicle types","2","Diesel","200707","2007M07","TDM01C3","Second Hand Vehicle Registrations","Number","3696"
"-","All vehicle types","2","Diesel","200708","2007M08","TDM01C1","All Vehicle Registrations","Number","9542"
"-","All vehicle types","2","Diesel","200708","2007M08","TDM01C2","New Vehicle Registrations","Number","6007"
